datetime,open,high,low,close,volume
2022-05-01 02:00:00,377.4,391.3,376.5,390.0,71161.113
2022-05-02 02:00:00,390.1,392.6,382.1,389.4,61760.386
2022-05-03 02:00:00,389.2,392.0,379.7,383.6,71270.824
2022-05-04 02:00:00,383.6,403.0,382.7,402.4,99636.121
2022-05-05 02:00:00,402.5,413.4,371.0,378.2,193062.847
2022-05-06 02:00:00,378.1,383.6,370.1,379.1,108745.054
2022-05-07 02:00:00,379.1,380.5,360.3,365.3,107550.283
2022-05-08 02:00:00,365.1,366.5,349.8,355.6,103056.724
2022-05-09 02:00:00,356.1,359.1,295.6,296.2,230933.962
2022-05-10 02:00:00,297.2,332.6,289.7,318.9,225175.673
2022-05-11 02:00:00,318.6,322.8,259.2,270.5,326219.754
2022-05-12 02:00:00,271.0,283.8,207.5,268.0,449764.75
2022-05-13 02:00:00,268.4,313.0,264.8,290.2,248900.116
2022-05-14 02:00:00,290.7,298.8,271.6,296.6,145401.974
2022-05-15 02:00:00,296.4,312.6,285.1,312.0,86987.459
2022-05-16 02:00:00,311.7,311.8,290.1,296.8,90850.644
2022-05-17 02:00:00,297.0,310.3,295.8,305.9,80562.109
2022-05-18 02:00:00,305.8,308.1,286.4,287.2,74825.491
2022-05-19 02:00:00,288.1,308.9,286.6,306.5,84753.622
2022-05-20 02:00:00,306.6,315.5,294.1,302.0,93587.759
2022-05-21 02:00:00,301.9,313.8,299.1,312.1,78203.872
2022-05-22 02:00:00,312.2,323.3,311.2,319.1,89086.674
2022-05-23 02:00:00,318.9,336.5,315.2,316.8,124246.743
2022-05-24 02:00:00,317.0,330.0,311.9,328.1,143621.879
2022-05-25 02:00:00,327.8,337.0,323.7,325.2,106130.005
2022-05-26 02:00:00,325.0,331.3,296.1,302.7,170765.583
2022-05-27 02:00:00,302.7,309.4,291.1,301.2,165089.507
2022-05-28 02:00:00,301.5,310.3,296.7,307.5,82303.229
2022-05-29 02:00:00,307.2,307.8,298.6,305.7,68118.194
2022-05-30 02:00:00,305.6,323.8,303.8,321.6,101917.543
2022-05-31 02:00:00,321.3,324.3,313.5,320.7,86913.646
