datetime,open,high,low,close,volume
2022-11-01 01:00:00,325.5,334.5,317.4,323.8,83214.175
2022-11-02 01:00:00,323.9,329.7,315.6,320.2,90354.09
2022-11-03 01:00:00,320.2,338.4,318.2,329.6,114348.389
2022-11-04 01:00:00,329.6,359.1,328.4,354.7,125484.717
2022-11-05 01:00:00,354.8,361.0,346.3,349.2,57490.504
2022-11-06 01:00:00,349.3,355.7,337.9,338.1,75505.853
2022-11-07 01:00:00,338.0,344.4,326.7,336.6,112832.821
2022-11-08 01:00:00,336.4,397.9,298.1,327.3,433118.328
2022-11-09 01:00:00,327.9,333.0,260.9,266.5,287607.322
2022-11-10 01:00:00,266.1,311.8,262.8,303.2,242151.074
2022-11-11 01:00:00,303.4,305.1,277.9,289.1,108943.178
2022-11-12 01:00:00,289.0,293.0,270.8,282.3,107048.01
2022-11-13 01:00:00,282.3,286.0,272.8,276.1,65977.598
2022-11-14 01:00:00,275.9,291.6,267.1,278.5,90879.953
2022-11-15 01:00:00,278.4,282.0,270.0,276.6,66984.684
2022-11-16 01:00:00,276.6,279.9,264.7,271.5,62766.197
2022-11-17 01:00:00,271.7,273.0,263.2,267.7,54820.551
2022-11-18 01:00:00,267.7,274.5,267.4,273.7,41351.8
2022-11-19 01:00:00,273.6,274.3,266.2,272.2,27373.925
2022-11-20 01:00:00,272.0,273.5,261.6,263.9,33016.939
2022-11-21 01:00:00,263.8,264.5,249.7,253.7,79926.694
2022-11-22 01:00:00,253.7,266.9,251.8,266.2,48532.885
2022-11-23 01:00:00,266.4,301.0,264.7,298.6,156110.413
2022-11-24 01:00:00,298.5,303.7,294.0,300.0,74996.037
2022-11-25 01:00:00,300.0,305.7,294.3,300.6,66208.315
2022-11-26 01:00:00,300.6,317.6,299.9,311.2,90007.299
2022-11-27 01:00:00,311.3,316.8,306.3,307.5,43245.514
2022-11-28 01:00:00,307.5,309.3,287.6,293.4,79643.072
2022-11-29 01:00:00,293.4,305.1,288.8,295.3,60629.787
2022-11-30 01:00:00,295.3,305.6,293.0,300.6,62072.376
