datetime,open,high,low,close,volume
2023-09-01 02:00:00,216.6,218.2,211.1,213.6,29931.932
2023-09-02 02:00:00,213.7,215.7,213.2,214.5,16538.063
2023-09-03 02:00:00,214.5,215.6,213.3,214.3,12877.797
2023-09-04 02:00:00,214.3,216.5,213.1,215.2,26376.513
2023-09-05 02:00:00,215.2,216.0,213.3,214.5,19260.031
2023-09-06 02:00:00,214.5,217.8,212.2,215.2,17477.357
2023-09-07 02:00:00,215.2,217.9,213.5,217.1,24688.683
2023-09-08 02:00:00,217.2,218.7,213.3,214.6,19313.328
2023-09-09 02:00:00,214.6,215.3,214.2,214.2,9167.546
2023-09-10 02:00:00,214.2,214.2,211.3,212.3,20237.817
2023-09-11 02:00:00,212.3,212.6,203.9,206.1,37627.087
2023-09-12 02:00:00,206.1,214.2,205.1,210.7,33765.927
2023-09-13 02:00:00,210.8,213.3,209.5,212.6,22653.077
2023-09-14 02:00:00,212.6,215.1,211.0,212.3,25937.87
2023-09-15 02:00:00,212.3,215.1,211.1,214.1,21436.573
2023-09-16 02:00:00,214.2,215.8,213.5,214.8,24935.729
2023-09-17 02:00:00,214.9,216.8,213.5,216.5,28110.522
2023-09-18 02:00:00,216.4,221.3,215.2,216.0,36235.988
2023-09-19 02:00:00,216.0,220.1,215.5,217.3,22912.158
2023-09-20 02:00:00,217.2,218.0,213.3,214.4,18938.866
2023-09-21 02:00:00,214.4,215.1,209.4,210.8,24494.733
2023-09-22 02:00:00,210.8,212.3,209.8,211.1,15340.957
2023-09-23 02:00:00,211.1,211.6,209.8,210.6,7940.267
2023-09-24 02:00:00,210.6,211.4,207.2,208.4,9888.22
2023-09-25 02:00:00,208.2,210.7,206.9,210.0,19945.426
2023-09-26 02:00:00,210.0,214.6,209.8,212.5,22332.039
2023-09-27 02:00:00,212.5,216.1,210.5,212.0,22185.849
2023-09-28 02:00:00,212.0,217.1,211.5,215.1,20987.854
2023-09-29 02:00:00,215.1,217.6,214.3,215.2,15271.582
2023-09-30 02:00:00,215.2,216.5,211.5,214.7,15263.421
