datetime,open,high,low,close,volume
2022-06-01 02:00:00,321.0,324.1,297.6,300.3,96259.05
2022-06-02 02:00:00,300.3,309.3,297.9,308.2,51625.086
2022-06-03 02:00:00,308.2,309.9,293.0,298.2,65625.052
2022-06-04 02:00:00,298.4,302.5,294.6,301.2,43452.079
2022-06-05 02:00:00,301.1,302.1,294.9,298.9,54309.008
2022-06-06 02:00:00,299.0,312.1,288.0,294.9,148454.15
2022-06-07 02:00:00,294.7,296.0,273.5,290.0,167363.865
2022-06-08 02:00:00,289.7,294.5,283.8,288.3,72089.042
2022-06-09 02:00:00,288.4,293.2,286.2,289.6,54333.721
2022-06-10 02:00:00,289.5,298.3,282.9,286.0,118105.263
2022-06-11 02:00:00,286.0,290.2,265.3,269.6,99350.874
2022-06-12 02:00:00,269.5,271.6,251.0,254.6,102048.134
2022-06-13 02:00:00,255.3,257.2,213.9,222.6,276862.031
2022-06-14 02:00:00,221.5,230.7,204.5,222.8,209972.539
2022-06-15 02:00:00,222.8,234.1,198.3,233.4,175745.479
2022-06-16 02:00:00,233.2,236.6,207.5,210.0,124717.039
2022-06-17 02:00:00,209.6,221.9,207.5,215.5,104045.531
2022-06-18 02:00:00,215.4,219.0,183.4,196.7,161182.075
2022-06-19 02:00:00,197.0,216.9,189.4,214.8,143928.297
2022-06-20 02:00:00,214.5,219.2,204.7,216.3,121520.32
2022-06-21 02:00:00,216.1,228.2,213.2,219.9,90958.784
2022-06-22 02:00:00,219.6,220.8,211.1,214.1,80038.058
2022-06-23 02:00:00,214.4,232.1,213.8,228.8,136568.704
2022-06-24 02:00:00,228.9,243.1,228.3,240.0,74321.257
2022-06-25 02:00:00,240.0,241.7,229.5,239.5,57970.077
2022-06-26 02:00:00,239.5,245.0,233.4,233.9,36853.624
2022-06-27 02:00:00,233.8,241.0,230.0,233.5,41601.516
2022-06-28 02:00:00,233.5,242.2,225.6,226.7,73784.289
2022-06-29 02:00:00,226.7,229.4,215.3,219.4,79866.085
2022-06-30 02:00:00,219.4,220.5,205.7,219.6,71450.037
