datetime,open,high,low,close,volume
2024-07-01 02:00:00,581.8,588.1,576.0,576.5,23554.622
2024-07-02 02:00:00,576.7,581.6,573.5,579.5,31629.279
2024-07-03 02:00:00,579.7,580.5,550.0,556.3,27962.758
2024-07-04 02:00:00,556.7,557.8,510.8,513.5,55527.497
2024-07-05 02:00:00,514.5,515.8,455.2,498.0,106139.517
2024-07-06 02:00:00,497.9,531.1,496.3,526.4,26181.949
2024-07-07 02:00:00,526.1,526.7,489.0,490.9,23815.274
2024-07-08 02:00:00,491.3,524.8,471.6,510.8,84818.796
2024-07-09 02:00:00,510.6,522.3,507.0,517.2,33179.447
2024-07-10 02:00:00,517.2,529.5,511.8,525.0,42730.951
2024-07-11 02:00:00,524.5,545.0,520.7,525.2,63276.859
2024-07-12 02:00:00,525.4,537.9,517.6,534.2,48263.034
2024-07-13 02:00:00,534.3,540.6,527.5,532.8,41183.916
2024-07-14 02:00:00,533.2,548.0,532.0,545.2,40372.666
2024-07-15 02:00:00,545.1,587.4,544.5,585.7,62431.704
2024-07-16 02:00:00,585.9,588.0,555.8,576.8,49773.816
2024-07-17 02:00:00,576.5,585.2,564.5,569.1,34618.052
2024-07-18 02:00:00,569.3,580.1,562.5,571.9,36646.234
2024-07-19 02:00:00,572.1,599.0,565.5,594.0,75540.568
2024-07-20 02:00:00,594.4,598.9,587.4,593.6,22816.17
2024-07-21 02:00:00,593.6,603.8,582.5,602.6,46913.567
2024-07-22 02:00:00,603.0,605.7,587.1,587.8,53134.469
2024-07-23 02:00:00,587.8,593.6,577.8,582.3,47910.169
2024-07-24 02:00:00,582.2,589.5,570.8,574.8,32171.482
2024-07-25 02:00:00,575.3,576.3,553.8,570.8,55063.663
2024-07-26 02:00:00,571.2,583.2,570.4,581.4,35774.749
2024-07-27 02:00:00,581.5,593.3,572.7,581.9,66548.751
2024-07-28 02:00:00,581.2,585.0,575.0,584.3,18444.838
2024-07-29 02:00:00,584.3,597.6,572.5,574.5,80478.266
2024-07-30 02:00:00,574.7,588.6,566.9,588.4,68512.538
2024-07-31 02:00:00,588.5,592.9,575.0,576.4,60896.727
