datetime,open,high,low,close,volume
2023-02-01 01:00:00,312.1,319.5,306.0,317.0,36179.73
2023-02-02 01:00:00,317.0,334.3,316.4,323.6,72530.141
2023-02-03 01:00:00,324.3,335.3,318.6,332.3,67765.891
2023-02-04 01:00:00,332.2,334.0,327.2,330.5,24690.077
2023-02-05 01:00:00,330.5,337.7,324.2,327.8,40203.098
2023-02-06 01:00:00,327.8,331.6,321.4,324.3,28862.042
2023-02-07 01:00:00,324.2,333.8,323.5,333.1,29493.367
2023-02-08 01:00:00,333.2,336.0,324.1,328.2,26725.926
2023-02-09 01:00:00,328.4,329.2,301.4,306.2,47634.133
2023-02-10 01:00:00,306.2,309.3,302.6,305.9,32531.314
2023-02-11 01:00:00,305.9,311.5,305.3,310.5,20500.058
2023-02-12 01:00:00,310.5,321.1,306.3,312.7,39453.212
2023-02-13 01:00:00,312.7,315.6,283.2,294.5,161757.541
2023-02-14 01:00:00,294.5,301.6,290.2,296.3,53943.636
2023-02-15 01:00:00,296.1,317.8,294.2,317.4,54652.456
2023-02-16 01:00:00,317.7,327.7,303.9,304.3,81468.427
2023-02-17 01:00:00,303.8,317.3,302.9,313.2,49739.31
2023-02-18 01:00:00,313.0,319.0,313.0,316.6,29280.151
2023-02-19 01:00:00,316.6,319.5,310.8,311.5,31568.69
2023-02-20 01:00:00,311.9,320.1,308.7,315.5,49877.609
2023-02-21 01:00:00,315.4,317.4,309.6,311.6,38494.614
2023-02-22 01:00:00,311.6,312.9,303.5,312.5,34514.776
2023-02-23 01:00:00,312.6,315.3,305.5,308.4,27957.939
2023-02-24 01:00:00,308.4,312.1,298.7,302.3,30570.598
2023-02-25 01:00:00,302.2,303.1,295.6,302.4,23689.541
2023-02-26 01:00:00,302.4,309.9,300.7,308.7,18824.282
2023-02-27 01:00:00,308.7,309.7,300.3,304.8,26817.263
2023-02-28 01:00:00,304.6,305.7,300.0,301.4,21112.558
