datetime,open,high,low,close,volume
2024-04-01 02:00:00,606.3,608.6,568.5,576.3,51345.329
2024-04-02 02:00:00,576.3,578.4,546.2,551.4,54180.585
2024-04-03 02:00:00,551.5,568.1,540.3,561.8,36030.105
2024-04-04 02:00:00,561.6,598.9,561.1,585.8,74594.628
2024-04-05 02:00:00,585.1,591.7,564.3,578.2,46351.378
2024-04-06 02:00:00,578.3,591.5,575.6,585.6,20959.594
2024-04-07 02:00:00,586.0,591.5,578.3,583.7,22666.694
2024-04-08 02:00:00,583.6,601.2,577.7,586.4,38478.054
2024-04-09 02:00:00,586.3,590.4,572.8,580.5,47021.536
2024-04-10 02:00:00,580.2,613.4,573.7,609.9,60580.487
2024-04-11 02:00:00,609.4,618.0,592.1,604.9,49486.664
2024-04-12 02:00:00,604.8,630.8,572.3,595.8,117789.95
2024-04-13 02:00:00,595.4,600.1,516.8,554.1,117383.74
2024-04-14 02:00:00,554.1,571.5,537.8,567.0,53988.306
2024-04-15 02:00:00,566.1,586.1,545.2,552.9,55542.813
2024-04-16 02:00:00,552.2,554.6,523.4,538.1,38203.958
2024-04-17 02:00:00,538.1,548.2,513.6,534.3,77421.2
2024-04-18 02:00:00,534.2,556.0,527.3,552.3,68381.429
2024-04-19 02:00:00,552.0,564.9,524.2,554.5,55948.181
2024-04-20 02:00:00,554.6,574.3,549.2,571.5,27025.054
2024-04-21 02:00:00,570.9,582.7,566.7,580.0,31344.103
2024-04-22 02:00:00,579.9,608.8,578.9,604.9,58882.697
2024-04-23 02:00:00,604.8,618.4,599.2,606.3,81425.699
2024-04-24 02:00:00,606.7,619.4,592.6,608.8,60212.453
2024-04-25 02:00:00,608.1,618.6,600.4,613.3,48213.242
2024-04-26 02:00:00,613.5,615.3,596.9,598.0,36578.793
2024-04-27 02:00:00,598.0,599.9,585.7,596.2,23622.228
2024-04-28 02:00:00,596.5,608.2,596.3,600.2,21847.238
2024-04-29 02:00:00,599.5,603.3,582.1,592.9,32105.742
2024-04-30 02:00:00,592.6,605.5,555.9,578.4,79580.617
