datetime,open,high,low,close,volume
2024-10-01 02:00:00,568.4,582.9,537.4,547.5,42356.331
2024-10-02 02:00:00,547.5,558.9,535.5,542.7,26716.198
2024-10-03 02:00:00,542.9,550.9,534.7,545.0,20840.407
2024-10-04 02:00:00,545.0,558.0,541.9,555.7,15258.549
2024-10-05 02:00:00,555.7,565.0,552.1,563.1,14156.181
2024-10-06 02:00:00,563.1,576.5,561.2,570.4,13628.964
2024-10-07 02:00:00,570.5,581.7,563.7,564.3,21790.605
2024-10-08 02:00:00,564.5,586.3,559.8,580.7,47630.845
2024-10-09 02:00:00,580.8,585.5,566.4,570.1,42801.42
2024-10-10 02:00:00,570.3,572.4,551.4,563.4,29791.748
2024-10-11 02:00:00,563.3,578.1,560.1,573.5,32619.882
2024-10-12 02:00:00,573.8,579.4,573.6,576.7,16349.417
2024-10-13 02:00:00,577.0,578.5,565.1,572.2,13066.579
2024-10-14 02:00:00,572.3,592.0,570.0,589.3,44157.493
2024-10-15 02:00:00,589.6,600.3,578.1,594.6,38468.717
2024-10-16 02:00:00,595.0,605.5,590.0,600.9,50341.13
2024-10-17 02:00:00,601.0,606.5,585.3,592.7,30303.64
2024-10-18 02:00:00,592.3,602.7,591.8,599.0,29204.631
2024-10-19 02:00:00,599.1,601.3,595.5,597.8,6541.176
2024-10-20 02:00:00,597.8,607.0,593.5,605.8,14814.033
2024-10-21 02:00:00,605.7,611.4,591.4,598.6,38089.26
2024-10-22 02:00:00,598.7,600.1,586.9,593.4,25870.4
2024-10-23 02:00:00,593.5,594.4,572.2,584.5,19521.861
2024-10-24 02:00:00,584.6,598.4,582.9,594.1,19729.647
2024-10-25 02:00:00,594.5,597.0,565.8,574.6,31034.598
2024-10-26 02:00:00,574.9,586.4,571.0,582.8,10836.08
2024-10-27 02:00:00,582.8,590.4,581.2,588.8,8467.559
2024-10-28 01:00:00,589.3,604.6,585.2,600.8,30843.314
2024-10-29 01:00:00,600.9,612.5,599.9,606.1,35774.845
2024-10-30 01:00:00,606.0,606.6,593.8,595.6,17772.875
2024-10-31 01:00:00,595.6,596.8,570.6,576.0,48765.298
