datetime,open,high,low,close,volume
2025-08-01 02:00:00,783.3,795.7,745.3,757.1,33315.21
2025-08-02 02:00:00,756.9,770.3,732.8,737.0,15336.996
2025-08-03 02:00:00,736.4,756.4,729.7,751.8,10755.819
2025-08-04 02:00:00,752.3,769.9,751.0,769.0,17973.555
2025-08-05 02:00:00,768.8,769.8,745.5,755.1,14410.798
2025-08-06 02:00:00,755.1,775.1,746.6,770.1,7412.789
2025-08-07 02:00:00,769.8,789.0,764.5,789.0,11226.668
2025-08-08 02:00:00,788.6,801.3,781.2,793.8,7866.027
2025-08-09 02:00:00,793.8,819.1,793.2,799.1,10858.879
2025-08-10 02:00:00,799.1,815.4,794.2,807.2,8842.524
2025-08-11 02:00:00,807.0,827.6,792.7,805.5,10691.132
2025-08-12 02:00:00,805.5,839.8,798.1,832.4,14974.66
2025-08-13 02:00:00,832.2,858.3,828.3,847.6,20238.321
2025-08-14 02:00:00,847.4,869.3,822.3,841.1,27145.042
2025-08-15 02:00:00,841.0,854.0,813.2,828.5,11255.015
2025-08-16 02:00:00,828.0,840.0,826.0,839.3,6037.365
2025-08-17 02:00:00,839.7,864.6,838.9,855.8,12854.57
2025-08-18 02:00:00,855.8,859.0,825.8,847.4,10669.063
2025-08-19 02:00:00,847.7,852.4,823.2,824.1,9821.924
2025-08-20 02:00:00,824.4,881.3,818.9,869.3,17603.589
2025-08-21 02:00:00,869.2,884.2,834.0,839.8,14307.741
2025-08-22 02:00:00,840.1,900.8,839.7,899.9,19746.38
2025-08-23 02:00:00,900.0,900.0,876.1,880.4,16519.656
2025-08-24 02:00:00,880.5,886.5,849.3,876.8,21552.468
2025-08-25 02:00:00,876.7,880.9,833.8,839.9,14314.611
2025-08-26 02:00:00,838.7,868.8,831.1,864.3,9226.657
2025-08-27 02:00:00,863.5,867.5,853.8,855.8,4839.023
2025-08-28 02:00:00,855.7,881.2,852.0,874.0,14828.954
2025-08-29 02:00:00,873.5,878.3,850.8,862.8,13912.694
2025-08-30 02:00:00,862.2,864.2,852.2,862.1,5922.962
2025-08-31 02:00:00,862.4,868.2,857.4,858.1,5422.907
