datetime,open,high,low,close,volume
2023-06-01 02:00:00,306.9,307.8,303.2,305.0,24020.624
2023-06-02 02:00:00,305.1,308.6,302.6,307.4,23212.654
2023-06-03 02:00:00,307.4,308.3,305.0,306.7,13196.267
2023-06-04 02:00:00,306.7,307.7,304.8,305.1,22856.818
2023-06-05 02:00:00,305.0,305.2,272.3,277.0,108346.582
2023-06-06 02:00:00,277.2,286.0,273.3,281.3,80531.049
2023-06-07 02:00:00,281.4,282.1,253.9,259.4,149252.961
2023-06-08 02:00:00,259.3,267.5,257.3,262.1,81632.044
2023-06-09 02:00:00,262.1,264.6,255.8,260.6,56009.848
2023-06-10 02:00:00,260.7,260.7,229.9,239.0,248193.699
2023-06-11 02:00:00,238.7,239.6,233.7,235.4,44674.296
2023-06-12 02:00:00,235.5,239.3,220.6,231.3,231463.218
2023-06-13 02:00:00,231.3,246.1,228.9,244.2,161051.166
2023-06-14 02:00:00,244.2,253.0,233.5,237.9,135345.998
2023-06-15 02:00:00,237.7,240.6,230.0,236.3,60083.751
2023-06-16 02:00:00,236.3,243.5,232.2,239.3,64785.763
2023-06-17 02:00:00,239.4,249.5,237.3,244.6,50321.553
2023-06-18 02:00:00,244.6,248.7,242.4,244.1,37752.388
2023-06-19 02:00:00,243.9,244.8,238.6,243.0,54165.532
2023-06-20 02:00:00,242.9,248.1,238.1,247.8,61720.06
2023-06-21 02:00:00,247.9,254.6,245.3,248.9,87439.696
2023-06-22 02:00:00,248.9,257.0,239.5,241.0,70911.991
2023-06-23 02:00:00,240.9,250.2,239.8,244.6,54849.123
2023-06-24 02:00:00,244.5,248.8,230.9,236.5,73628.015
2023-06-25 02:00:00,236.6,242.2,235.3,239.0,36470.641
2023-06-26 02:00:00,239.0,241.4,233.9,236.1,35992.513
2023-06-27 02:00:00,236.2,241.1,234.6,237.5,28396.46
2023-06-28 02:00:00,237.6,237.7,224.6,230.6,47629.589
2023-06-29 02:00:00,230.8,236.6,230.5,233.1,25430.416
2023-06-30 02:00:00,233.1,241.9,230.7,240.4,55276.082
