datetime,open,high,low,close,volume
2023-03-01 01:00:00,301.4,306.7,300.4,302.8,28379.566
2023-03-02 01:00:00,302.7,304.2,296.0,299.9,23052.085
2023-03-03 01:00:00,299.9,300.0,285.4,290.9,59040.766
2023-03-04 01:00:00,290.3,293.2,285.9,289.6,20689.652
2023-03-05 01:00:00,289.5,292.8,287.6,288.8,17217.076
2023-03-06 01:00:00,288.7,289.7,283.5,288.0,26984.856
2023-03-07 01:00:00,288.1,290.3,283.8,289.3,30543.588
2023-03-08 01:00:00,289.4,293.9,285.1,287.0,38478.727
2023-03-09 01:00:00,287.1,291.3,271.5,276.9,51861.01
2023-03-10 01:00:00,276.9,279.0,264.8,278.4,66057.826
2023-03-11 01:00:00,278.4,284.7,275.6,279.5,44067.435
2023-03-12 01:00:00,279.3,292.7,278.0,291.4,43371.237
2023-03-13 01:00:00,292.1,315.4,288.0,309.3,132729.021
2023-03-14 01:00:00,309.5,321.1,303.9,309.5,97241.278
2023-03-15 01:00:00,309.5,314.3,300.1,307.5,48975.935
2023-03-16 01:00:00,307.2,333.6,304.0,330.1,150442.48
2023-03-17 01:00:00,330.0,340.9,326.8,339.7,102574.453
2023-03-18 01:00:00,339.7,347.0,328.9,331.9,62141.507
2023-03-19 01:00:00,332.0,342.9,331.3,337.5,51934.28
2023-03-20 01:00:00,337.7,340.5,332.5,333.5,53133.804
2023-03-21 01:00:00,333.5,340.8,328.6,335.4,47857.89
2023-03-22 01:00:00,335.4,340.2,316.7,321.8,134004.764
2023-03-23 01:00:00,321.7,332.8,319.7,329.9,45590.624
2023-03-24 01:00:00,330.0,330.8,317.1,322.4,33778.767
2023-03-25 01:00:00,322.4,325.4,319.1,322.7,28667.568
2023-03-26 01:00:00,322.6,329.8,322.0,328.9,17747.179
2023-03-27 02:00:00,328.7,329.8,305.3,310.7,71657.121
2023-03-28 02:00:00,310.7,315.7,306.7,313.4,65955.593
2023-03-29 02:00:00,313.5,319.9,312.3,313.7,54237.525
2023-03-30 02:00:00,313.8,320.8,310.0,316.2,54041.954
2023-03-31 02:00:00,316.2,320.4,312.4,316.9,35068.689
