datetime,open,high,low,close,volume
2025-12-01 01:00:00,875.8,876.9,802.6,827.1,29714.831
2025-12-02 01:00:00,827.4,885.3,821.2,876.9,13976.499
2025-12-03 01:00:00,877.6,922.7,874.2,920.8,14447.569
2025-12-04 01:00:00,920.7,928.5,887.6,900.2,11243.559
2025-12-05 01:00:00,900.6,907.7,870.8,883.9,11228.607
2025-12-06 01:00:00,883.1,897.9,878.4,890.8,7825.595
2025-12-07 01:00:00,890.5,905.8,870.9,894.6,13478.115
2025-12-08 01:00:00,893.5,913.3,889.6,897.4,13813.407
2025-12-09 01:00:00,897.2,928.1,882.2,897.7,16011.389
2025-12-10 01:00:00,897.3,915.5,884.3,893.7,11113.516
2025-12-11 01:00:00,893.5,895.0,860.0,886.0,12577.084
2025-12-12 01:00:00,886.5,896.0,870.8,881.8,8314.733
2025-12-13 01:00:00,881.7,904.1,880.5,896.9,10654.95
2025-12-14 01:00:00,897.1,899.7,870.6,877.4,5958.848
2025-12-15 01:00:00,878.2,895.2,842.0,858.8,15403.144
2025-12-16 01:00:00,858.3,878.3,849.0,875.6,17814.266
2025-12-17 01:00:00,875.0,876.2,834.0,843.2,21547.669
2025-12-18 01:00:00,843.5,852.6,818.6,830.2,20866.997
2025-12-19 01:00:00,830.0,862.1,822.6,856.2,14617.43
2025-12-20 01:00:00,856.1,859.1,850.7,854.2,3731.5
2025-12-21 01:00:00,854.3,859.8,845.7,858.7,3719.815
2025-12-22 01:00:00,859.7,869.3,851.6,858.4,14220.546
2025-12-23 01:00:00,858.0,861.2,838.0,843.9,9996.763
2025-12-24 01:00:00,843.8,849.6,835.0,846.3,5211.123
2025-12-25 01:00:00,846.1,847.6,827.1,829.2,4592.959
2025-12-26 01:00:00,829.5,846.4,820.9,834.3,7454.545
2025-12-27 01:00:00,834.7,845.9,834.3,844.8,3535.181
2025-12-28 01:00:00,845.2,866.6,839.0,859.2,9519.891
2025-12-29 01:00:00,858.9,871.2,845.5,851.5,15606.814
2025-12-30 01:00:00,851.7,863.8,847.8,860.9,9324.837
2025-12-31 01:00:00,860.5,876.4,856.9,863.4,14935.088
