datetime,open,high,low,close,volume
2022-08-01 02:00:00,283.4,290.5,277.5,283.4,63258.061
2022-08-02 02:00:00,283.3,291.3,274.4,283.9,62809.265
2022-08-03 02:00:00,284.0,305.8,278.3,297.8,96156.307
2022-08-04 02:00:00,297.5,313.2,297.4,311.8,122537.155
2022-08-05 02:00:00,311.8,321.4,308.4,316.0,93468.389
2022-08-06 02:00:00,315.6,322.8,312.8,315.2,71150.379
2022-08-07 02:00:00,315.3,325.9,308.5,322.9,60173.746
2022-08-08 02:00:00,323.0,333.7,321.5,325.0,81636.138
2022-08-09 02:00:00,325.0,328.6,312.8,324.6,54687.914
2022-08-10 02:00:00,324.4,336.8,313.8,328.9,101362.802
2022-08-11 02:00:00,329.0,334.7,322.2,323.8,70549.492
2022-08-12 02:00:00,323.9,328.4,317.9,328.1,50241.743
2022-08-13 02:00:00,328.0,333.0,322.9,324.3,49620.853
2022-08-14 02:00:00,324.4,331.2,315.5,317.7,49957.149
2022-08-15 02:00:00,317.6,327.5,314.0,319.5,56206.921
2022-08-16 02:00:00,319.5,322.4,312.0,316.2,32983.924
2022-08-17 02:00:00,316.2,325.3,304.4,306.9,53140.983
2022-08-18 02:00:00,307.0,310.4,295.5,298.0,46014.552
2022-08-19 02:00:00,297.8,298.1,272.4,279.2,84470.782
2022-08-20 02:00:00,279.3,289.3,277.7,283.7,53792.118
2022-08-21 02:00:00,283.8,304.5,283.5,301.5,76892.979
2022-08-22 02:00:00,301.7,304.8,288.9,300.0,70677.122
2022-08-23 02:00:00,300.0,301.5,293.8,299.2,45314.351
2022-08-24 02:00:00,299.3,301.2,294.4,296.3,39794.287
2022-08-25 02:00:00,296.2,307.1,295.9,301.3,50517.087
2022-08-26 02:00:00,300.8,301.8,277.2,279.5,59553.449
2022-08-27 02:00:00,279.3,284.6,273.5,277.8,50189.24
2022-08-28 02:00:00,277.8,283.9,275.6,276.3,40991.976
2022-08-29 02:00:00,276.3,286.6,272.5,285.9,50146.659
2022-08-30 02:00:00,285.9,292.1,276.7,281.6,56289.853
2022-08-31 02:00:00,281.7,289.9,277.8,279.3,44976.986
